deal_id,target_name,acquirer_name,announcement_date,closing_date,transaction_form,talent_motive,ai_category,ai_relevance_evidence,supporting_excerpt,source_url,source_accession,source_document_id,source_quality,verification_status,confidence,missingness_reason,deal_status,candidate_score,matched_target_terms,sdc_source_file,sdc_source_row,human_inclusion_label,human_ai_relevance_label,human_transaction_form_label,human_talent_motive_label,human_source_checked,human_notes,human_attestation
3535746020,June.Ai,Nylas Inc,2020-03-17,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,\bai\s*/\s*ml\b,"kflow features into their application in a fraction of the time. Today, we’re excited to announce the next big milestone on that journey: our acquisition of June.ai, a powerful email and productivity tool that combines AI/ML, data extraction, and sentiment analysis to improve the experience of reading and replying to email. Integrating June.ai’s core technology with Nylas’ universal email, calendar, and contacts APIs will enable developers to create sophis",https://www.nylas.com/blog/nylas-juneai-acquisition/,,supp_0d563879c627e619,official_company_announcement,qualifying_machine_verified_pending_human_review,medium,,unclear,5,\bai\b,ma_2022.csv,2124,,,,,,,
3541403020,6D.ai,Niantic Inc,2020-03-31,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,computer vision,"When Victor and I first started 6D.ai, our mission was to solve the hardest computer vision software problems preventing developers from building engaging AR applications.",https://medium.com/6d-ai/6d-ai-joins-niantic-making-a-major-step-toward-building-the-ar-cloud-1594be62e85f,,supp_90ae73638955701d,official_company_announcement,qualifying_machine_verified_pending_human_review,medium,,unclear,5,\bai\b,ma_2022.csv,2278,,,,,,,
3623364020,Stockwell AI Inc,365 Retail Markets LLC,2020-08-13,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,artificial intelligence; computer vision; machine learning,"Troy, Michigan– August 13, 2020 –365 Retail Markets announced today the acquisition of the smart-store technology company, Stockwell of Oakland, California. Stockwell has gathered some of the best minds to build a retail platform that focuses on artificial intelligence, machine learning, and computer vision. 365 intends to hire select team members and integrate the technology platform into its industry-leading 365 Point of Sale systems. “The future of retail is unattended, no doubt. By adding the ex",https://365retailmarkets.com/blog/365-retail-markets-acquires-stockwell,,supp_483684a4076e1a42,official_company_announcement,qualifying_machine_verified_pending_human_review,high,,unclear,5,\bai\b,ma_2022.csv,4815,,,,,,,
3688880020,IPM.ai Inc,W2O Group,2021-01-07,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,artificial intelligence,W2O announced it acquired Swoop and IPM.ai. Swoop and IPM.ai are pioneers in using artificial intelligence and real world data to solve healthcare challenges.,https://swoop.com/blog/w2o-acquires-swoop/,,supp_a47910b5436bd97a,official_company_announcement,qualifying_machine_verified_pending_human_review,medium,,unclear,5,\bai\b,ma_2022.csv,8444,,,,,,,
3701573020,Roger.ai Inc,FleetCor Technologies Inc,2021-01-28,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,machine learning,"FLEETCOR announced it acquired Roger, an accounts-payable cloud platform. Roger eliminates manual data entry using machine learning technology.",https://www.corpay.com/corporate-newsroom/14201/fleetcor-acquires-cloud-software-platform-provider-of-b2b-online-bill-payment,,supp_5c5e3c455537ea83,official_company_announcement,qualifying_machine_verified_pending_human_review,medium,,unclear,5,\bai\b,ma_2022.csv,8959,,,,,,,
3701621020,MorphL AI Inc,Algolia Inc,2021-01-26,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,\bai[- ]powered\b; \bai\s*/\s*ml\b; artificial intelligence; machine learning,"Algolia Acquires MorphL, Launches AI-Powered Predictive Accessibility: Skip TopNav Consumer Products and Ser",https://www.globenewswire.com/news-release/2021/01/26/2164201/0/en/Algolia-Acquires-MorphL-Launches-AI-Powered-Predictive-Experiences-and-Personalization.html,,supp_f27a205c0a017de2,official_company_press_release_distributor,qualifying_machine_verified_pending_human_review,high,,unclear,5,\bai\b,ma_2022.csv,8909,,,,,,,
3727571020,Root AI Inc,AppHarvest Inc,2021-04-08,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,"\bai\b(?=[\s,-]*(?:platform|model|models|startup|company|software|technology|lab|labs|research|system|systems|capability|capabilities|assistant|agent|agents|product|products)); artificial intelligence","More Browse the Latest News AppHarvest Acquires Agricultural Robotics and Artificial Intelligence Company Root AI to Increase Efficiency April 08, 2021 06:00 ET | Source: AppHarvest AppHarvest Acquisition of Root AI and its signature robot, Virgo, bolsters company’s intelligent tools",https://www.globenewswire.com/news-release/2021/04/08/2206486/0/en/appharvest-acquires-agricultural-robotics-and-artificial-intelligence-company-root-ai-to-increase-efficiency.html,,supp_f56ffb1c8870a6f6,official_company_press_release_distributor,qualifying_machine_verified_pending_human_review,high,,unclear,5,\bai\b,ma_2022.csv,10764,,,,,,,
3728982040,Cognitive Apps Software,Life Clips Inc,2021-04-15,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,artificial intelligence,"Life Clips closed the acquisition of Cognitive Apps Software Solutions, a developer of artificial intelligence applications for healthcare and psychedelic research.",https://www.globenewswire.com/news-release/2021/04/06/2204941/0/en/Life-Clips-Closes-Transaction-to-Acquire-Cognitive-Apps-Software-Solutions-Inc.html,,supp_f0f18f18d45e2547,official_company_press_release_distributor,qualifying_machine_verified_pending_human_review,medium,,unclear,3,cognitive,ma_2022.csv,10925,,,,,,,
3742169040,Vertikal AI ApS,SkySpecs Inc,2021-05-17,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,applied ai,"SkySpecs acquired Vertikal AI, a pioneer in predictive maintenance for wind energy. Vertikal AI uses data analytics and applied AI to optimize wind-turbine health.",https://skyspecs.com/blog/skyspecs-acquires-fincovi-and-vertikal-ai/,,supp_c0a01e7012c4bb9e,official_company_announcement,qualifying_machine_verified_pending_human_review,medium,,unclear,5,\bai\b,ma_2022.csv,11777,,,,,,,
3754779020,CounterFlow AI Inc,Liveaction Inc,2021-05-04,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,machine learning,CounterFlow AI’s unique security portfolio will help LiveAction partners and customers gain end-to-end network visibility. Its Streaming Machine Learning Engine processes packet data in real-time.,https://www.liveaction.com/press/liveaction-acquires-counterflow-ai-to-expand-network-security-offerings/,,supp_bfe94cddfded4cfb,official_company_announcement,qualifying_machine_verified_pending_human_review,medium,,unclear,5,\bai\b,ma_2022.csv,11466,,,,,,,
3759466020,Determined.ai Inc,Hewlett Packard Enterprise Co,2021-06-21,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,"\bai\b(?=[\s,-]*(?:platform|model|models|startup|company|software|technology|lab|labs|research|system|systems|capability|capabilities|assistant|agent|agents|product|products)); computer vision; deep learning; generative ai","ents Training Join the Community Neil Conway, Evan Sparks, Ameet Talwalkar Determined AI is Joining Hewlett Packard Enterprise October 12, 2021 Editor’s Note: Determined AI products and solutions sold prior to the acquisition of such assets by Hewlett Packard Enterprise Company in 2021 may have older product names that differ from current solutions. Today is a big day for Determined AI, our customers, and our",https://developer.hpe.com/blog/determined-ai-is-joining-hewlett-packard-enterprise/,,supp_dfc2ba2af0730b1a,official_company_announcement,qualifying_machine_verified_pending_human_review,high,,unclear,5,\bai\b,ma_2022.csv,12704,,,,,,,
3763322020,Boulder Ai Inc,Sighthound Inc,2021-06-21,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,computer vision,Sighthound announced it would acquire Boulder AI to move computer vision to the edge. Boulder AI provides smart cameras and edge-computing solutions.,https://www.sighthound.com/news/sighthound-acquires-boulder-ai-to-move-computer-vision-to-the-edge-for-real-time-video-intelligence,,supp_24cb4b6a72c57ba6,official_company_announcement,qualifying_machine_verified_pending_human_review,medium,,unclear,5,\bai\b,ma_2022.csv,12718,,,,,,,
3763340020,Samya.Ai Inc,Fractal Analytics Inc,2021-06-22,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,"\bai\b(?=[\s,-]*(?:platform|model|models|startup|company|software|technology|lab|labs|research|system|systems|capability|capabilities|assistant|agent|agents|product|products)); machine learning; reinforcement learning","Acquisition of Asper.ai Group, formerly known as Samya.ai. Asper.ai is an AI company using probabilistic machine learning and reinforcement learning approaches.",https://fractal.ai/docs/Investor-Relations/Fractal-Analytics-Limited-Financial-Statements/Financial-Statements-Consolidated/Fractal-Analytics-Ltd-Consolidated-Financial-Statements-FY-23.pdf,,supp_60ce6b40bdfcfb8d,official_company_financial_statement,qualifying_machine_verified_pending_human_review,high,,unclear,5,\bai\b,ma_2022.csv,12744,,,,,,,
3767523020,Fetch Robotics Inc,Zebra Technologies Corp,2021-07-01,unknown,statutory merger,not_documented_in_reviewed_sources,ai_company_acquisition,"\bai\b(?=[\s,-]*(?:platform|model|models|startup|company|software|technology|lab|labs|research|system|systems|capability|capabilities|assistant|agent|agents|product|products))","ed when they utilize Zebra innovations that help them sense, analyze and act in real time. In 2021, Zebra expanded its industrial automation portfolio with its Fetch Robotics acquisition and increased its machine vision and AI software capabilities with the acquisitions of Adaptive Vision and antuit.ai. Zebra is #25 on Newsweek's inaugural list of America's Most Loved Workplaces and on Forbes' list of America's best employers for the fifth year. Learn more at ze",https://www.sec.gov/Archives/edgar/data/877212/000087721222000023/zbraex991123121.htm,0000877212-22-000023,doc_5d324afbb941229e,primary_sec_filing,qualifying_machine_verified_pending_human_review,medium,,unclear,3,robotics?,ma_2022.csv,13070,,,,,,,
3769973020,Sken Ai,Fortinet Inc,2021-07-07,unknown,statutory merger,not_documented_in_reviewed_sources,ai_company_acquisition,machine learning,"CI/CD platforms. Sken.ai also offers comprehensive testing across all scan types (SAST, DAST, SCA, Secrets and more) for all major languages and frameworks. Sken.ai uses machine learning (ML) to correlate and assign security risk rating of each vulnerability discovered across disparate scan types and applications. For example, if similar vulnerabilities are found across different scan types, the risk rating of that issue i",https://www.fortinet.com/blog/business-and-technology/fortinet-acquires-application-security-innovator-skenai-to-accelerate-devsecops,,supp_51c55fd18a22cc50,official_company_announcement,qualifying_machine_verified_pending_human_review,medium,,unclear,5,\bai\b,ma_2022.csv,13274,,,,,,,
3778252040,Zenith Ai (N.i.) Ltd,Opentrons Labworks Inc,2021-06-29,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,machine learning,Zenith AI is a wholly-owned subsidiary of Opentrons that was acquired in June 2021. Zenith AI brings proprietary no-code AI and modern machine learning to the Opentrons platform.,https://opentrons.com/archives/news/press-release-opentrons-announces-200-million-series-c-round-led-by-softbank,,supp_0422efe0d68e82e7,official_company_announcement,qualifying_machine_verified_pending_human_review,medium,,unclear,5,\bai\b,ma_2022.csv,12976,,,,,,,
3815848040,Gameface.AI,Slinger Bag Inc,2021-09-27,unknown,statutory merger,not_documented_in_reviewed_sources,ai_company_acquisition,artificial intelligence,"Slinger announced the finalization of its acquisition of GAMEFACE.AI, an artificial intelligence technology provider for sports.",https://slingerbag.com/blogs/news/slinger-announces-official-closing-of-gameface-ai-acquisition,,supp_d9db35df81172da6,official_company_announcement,qualifying_machine_verified_pending_human_review,medium,,unclear,5,\bai\b,ma_2022.csv,15443,,,,,,,
3824154020,Caper AI,Maplebear Inc,2021-10-19,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,\bai[- ]powered\b,"Instacart, the leading online grocery platform in North America, today announced its acquisition of Caper AI (“Caper”), a leading AI-powered shopping cart and checkout technology platform.",https://company.instacart.com/pressreleases/instacart-acquires-caper-ai-a-leader-in-smart-cart-and-smart-checkout-technology-creating-a-unified-online-and-in-store-commerce-solution-for-retailers,,supp_3924f48dc3e22ee0,official_company_announcement,qualifying_machine_verified_pending_human_review,medium,,unclear,5,\bai\b,ma_2022.csv,16099,,,,,,,
3824479040,Glamorous AI Ltd,GHO Capital Partners LLP,2021-10-28,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,artificial intelligence,"GHO Capital reported that its portfolio company X-Chem acquired Glamorous AI, a leader in artificial intelligence solutions for drug discovery.",https://ghocapital.com/updates/x-chem-acquires-glamorous-ai-and-cominnex-harnessing-machine-learning-to-accelerate-outcomes-across-small-molecule-drug-discovery/,,supp_7965493b1375a0d5,official_company_announcement,qualifying_machine_verified_pending_human_review,medium,,unclear,5,\bai\b,ma_2022.csv,16315,,,,,,,
3897450020,Replier.ai,Bridesview Inc,2022-03-30,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,"\bai\b(?=[\s,-]*(?:platform|model|models|startup|company|software|technology|lab|labs|research|system|systems|capability|capabilities|assistant|agent|agents|product|products))","Tailwind acquired Replier.ai, adding AI capability to help marketers generate custom replies and content and expanding its team, products and customer base.",https://www.prnewswire.com/news-releases/tailwind-acquires-replierai-adding-ai-capability-to-help-marketers-break-writers-block--write-better-copy-301514233.html,,supp_65df7410879e926e,official_company_press_release_distributor,qualifying_machine_verified_pending_human_review,medium,,unclear,5,\bai\b,ma_2022.csv,20694,,,,,,,
3931884040,Drishyam Ai Inc,CVC Advisers Ltd,2022-06-07,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,artificial intelligence; natural language processing,"Mediaocean acquired Drishyam AI, a software company that automates ad-content identification and optimization using artificial intelligence and natural language processing.",https://www.mediaocean.com/mediaocean-acquires-drishyam-ai,,supp_f368e85a0b40f759,official_company_announcement,qualifying_machine_verified_pending_human_review,high,,unclear,5,\bai\b,ma_2022.csv,22460,,,,,,,
3939905020,Finn AI,Glia Technologies Inc,2022-06-23,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,"\bai[- ]powered\b; \bai\b(?=[\s,-]*(?:platform|model|models|startup|company|software|technology|lab|labs|research|system|systems|capability|capabilities|assistant|agent|agents|product|products)); conversational ai","Learn more → Back to Resources News June 23, 2022 Glia Acquires Finn AI to Deliver Turnkey Banking Virtual Assistants for Enhanced Digital Customer Service Finn AI’s state-of-the-art Conversational AI solution and deep financial services expertise complement Glia’s industry-leading DCS platform Finn AI’s state-of-the-art Conversational AI solution and deep financial services expertise complement Glia’s industry-leading DCS platform ‍ NE",https://www.glia.com/news/glia-acquires-finn-ai,,supp_e28fecde52a19db4,official_company_announcement,qualifying_machine_verified_pending_human_review,high,,unclear,5,\bai\b,ma_2022.csv,22853,,,,,,,
3947466040,Databand.ai Ltd,IBM Corp,2022-07-06,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,"\bai\b(?=[\s,-]*(?:platform|model|models|startup|company|software|technology|lab|labs|research|system|systems|capability|capabilities|assistant|agent|agents|product|products)); machine learning","bservability by Instana APM and IBM Watson Studio , IBM is well-positioned to address the full spectrum of observability across IT operations. For example, Databand.ai capabilities can alert data teams and engineers when the data they are using to fuel an analytics system is incomplete or missing. In common cases where data originates from an enterprise application, Instana can then help users quickly ex",https://newsroom.ibm.com/2022-07-06-IBM-Aims-to-Capture-Growing-Market-Opportunity-for-Data-Observability-with-Databand-ai-Acquisition,,supp_cedfc0619ce50a42,official_company_announcement,qualifying_machine_verified_pending_human_review,high,,unclear,5,\bai\b,ma_2022.csv,23109,,,,,,,
3963056020,Marsview.ai Inc,Eltropy Inc,2022-08-17,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,"\bai\b(?=[\s,-]*(?:platform|model|models|startup|company|software|technology|lab|labs|research|system|systems|capability|capabilities|assistant|agent|agents|product|products))","Eltropy, the industry-leading Digital Communications platform for financial institutions, today announced the acquisition of Marsview.ai, the AI platform for conversational intelligence.",https://www.globenewswire.com/news-release/2022/08/17/2500216/0/en/Eltropy-Acquires-Marsview-AI-Empowering-Financial-Institutions-to-Automate-the-Contact-Center.html,,supp_664287af541d6741,official_company_press_release_distributor,qualifying_machine_verified_pending_human_review,medium,,unclear,5,\bai\b,ma_2022.csv,24177,,,,,,,
3984774040,Bluecity.ai,Velodyne Lidar Inc,2022-10-04,unknown,asset purchase,not_documented_in_reviewed_sources,ai_company_acquisition,"\bai\b(?=[\s,-]*(?:platform|model|models|startup|company|software|technology|lab|labs|research|system|systems|capability|capabilities|assistant|agent|agents|product|products))","initiatives to improve our gross margin and lower our cost structure. In addition, we added new multiyear customer agreements and announced the acquisition of Bluecity, which further bolsters our software and AI capabilities. In the third quarter, billings of $12.5 million were above our guidance range of $10 million to $12 million. Revenue of $9.6 million was within the guidance range of $8 million to $11 million. As discussed in prior quarter",https://www.sec.gov/Archives/edgar/data/1745317/000119312522281315/d413040d425.htm,,supp_27bba806dccbb131,primary_sec_filing,qualifying_machine_verified_pending_human_review,medium,,unclear,5,\bai\b,ma_2022.csv,25303,,,,,,,
