passage_id,deal_id,document_id,accession_number,document_type,document_family,source_url,heading,block_start,block_end,char_start,char_end,text,model_text,token_count,screen_terms,content_sha256,duplicate_group_id,occurrence_count
passage_2958eb660ddb6681,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,1448,1448,50636,50716,Sogegross Group Increases Front-Line Worker Productivity With Zebra Technologies,sogegross group increases front-line worker productivity with zebra technologies,9,worker,2958eb660ddb6681edea90c5a580983e8526ae00297f53f0a696a73163fe9691,duplicate_2958eb660ddb6681,1
passage_29a9ba25f48663f5,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,209,209,5769,5921,Zebra's range of mobile computers equip your workforce with the devices they need from handhelds and tablets to wearables and vehicle-mounted computers.,zebra's range of mobile computers equip your workforce with the devices they need from handhelds and tablets to wearables and vehicle-mounted computers,22,workforce,29a9ba25f48663f5f23fd956534c98af9b19ba3645d8753eacd5b6ce64fef2da,duplicate_29a9ba25f48663f5,1
passage_2cf3c77a8aa72614,3153170020,supp_6bb6449c48074311,,official_company_announcement,official_announcement,https://www.hubspot.com/company-news/hubspot-acquires-motion-ai-one-of-the-top-visual-chatbot-builders,,104,104,5748,5763,Management Team,management team,2,management team,2cf3c77a8aa726147bd3a2dc5c8597eae4d3479a1830884ebb080f3c64233031,duplicate_2cf3c77a8aa72614,2
passage_2ffc7e5b56643e2b,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,755,755,26688,26786,Zebra Recognized as a Leader in Nucleus Research 2025 Workforce Management Technology Value Matrix,zebra recognized as a leader in nucleus research numbertoken workforce management technology value matrix,14,workforce,2ffc7e5b56643e2bb6f183ccda1f6516af48734ec05f5b581e46a3054ca8367c,duplicate_2ffc7e5b56643e2b,1
passage_3c8b0198869c1ac7,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,782,782,27680,27773,Zebra Technologies to Showcase Solutions Designed to Empower Healthcare Workers at HIMSS 2025,zebra technologies to showcase solutions designed to empower healthcare workers at himss numbertoken,13,workers,3c8b0198869c1ac79c599640ab913af946683c91c9fff05747a874841fa90795,duplicate_3c8b0198869c1ac7,1
passage_4204551be0436452,3939905020,supp_e28fecde52a19db4,,official_company_announcement,official_announcement,https://www.glia.com/news/glia-acquires-finn-ai,,10,10,698,781,Deposit Growth & Retention Win deposits and keep customers happy with fast service.,deposit growth retention win deposits and keep customers happy with fast service,12,retention,4204551be04364523a683a327bfcda9f555945f9f755925152745550966c6af6,duplicate_4204551be0436452,1
passage_46c26553e663b974,3984774040,supp_27bba806dccbb131,,primary_sec_filing,official_announcement,https://www.sec.gov/Archives/edgar/data/1745317/000119312522281315/d413040d425.htm,,209,209,50769,52100,"Ouster, Velodyne and their respective directors, executive officers and certain employees and other persons may be deemed to be participants in the solicitation of proxies from the stockholders of Ouster and Velodyne in connection with the proposed transaction. Securityholders may obtain information regarding the names, affiliations and interests of Ouster’s directors and executive officers in Ouster’s Annual Report on Form 10-K for the fiscal year ended December 31, 2021, which was filed with the SEC on February 28, 2022, and its definitive proxy statement for the 2022 annual meeting of stockholders, which was filed with the SEC on April 27, 2022. Securityholders may obtain information regarding the names, affiliations and interests of Velodyne’s directors and executive officers in Velodyne’s definitive proxy statement for the 2022 annual meeting of stockholders, which was filed with the SEC on April 29, 2022. Additional information regarding the interests of such individuals in the proposed transaction will be included in the Joint Proxy Statement/Prospectus relating to the proposed transaction when it is filed with the SEC. These documents (when available) may be obtained free of charge from the SEC’s website at www.sec.gov, Ouster’s website at www.ouster.com and Velodyne’s website at www.velodynelidar.com.",ouster velodyne and their respective directors executive officers and certain employees and other persons may be deemed to be participants in the solicitation of proxies from the stockholders of ouster and velodyne in connection with the proposed transaction securityholders may obtain information regarding the names affiliations and interests of ouster's directors and executive officers in ouster's annual report on form numbertoken -k for the fiscal year ended december numbertoken numbertoken which was filed with the sec on february numbertoken numbertoken and its definitive proxy statement for the numbertoken annual meeting of stockholders which was filed with the sec on april numbertoken numbertoken securityholders may obtain information regarding the names affiliations and interests of velodyne's directors and executive officers in velodyne's definitive proxy statement for the numbertoken annual meeting of stockholders which was filed with the sec on april numbertoken numbertoken additional information regarding the interests of such individuals in the proposed transaction will be included in the joint proxy statement prospectus relating to the proposed transaction when it is filed with the sec these documents when available may be obtained free of charge from the sec's website at www sec gov ouster's website at www ouster com and velodyne's website at www velodynelidar com,203,employees; executive officer,46c26553e663b974d95ffba8a38ad98df3aa6ce34f9de432bff82ef3c9269399,duplicate_46c26553e663b974,1
passage_47b20fe4d63ccae0,3257183040,supp_2d6e94103484791d,,official_company_press_release_distributor,official_announcement,https://www.prnewswire.com/news-releases/leanplum-acquires-connecto-a-conversational-marketing-company-300668664.html,,112,112,2532,2555,Personnel Announcements,personnel announcements,2,personnel,47b20fe4d63ccae02babc2656eb3299cc7f465c411fad808abed762a0d3d850a,duplicate_47b20fe4d63ccae0,1
passage_47c22e2904d71f3f,3348911020,supp_4b9aa9fc3ba3f604,,official_company_announcement,official_announcement,https://sensory.com/news/sensory-acquires-vocalize-ai-for-speech-technology-testing-capabilities/,,173,173,6143,6156,Founder & CEO,founder ceo,2,founder,47c22e2904d71f3fa2923c914af0774b8a481cc7390feabdb8c601432e01bb73,duplicate_47c22e2904d71f3f,1
passage_4cc3d2a5e68feaff,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,1145,1145,40137,40225,Zebra Named Leader In 2023 Nucleus Research Workforce Management Technology Value Matrix,zebra named leader in numbertoken nucleus research workforce management technology value matrix,12,workforce,4cc3d2a5e68feaff5eecd83a49b8fa47cc8c720634d52a94939ea21f32c435ad,duplicate_4cc3d2a5e68feaff,1
passage_56d4e1a500d9b445,3257183040,supp_2d6e94103484791d,,official_company_press_release_distributor,official_announcement,https://www.prnewswire.com/news-releases/leanplum-acquires-connecto-a-conversational-marketing-company-300668664.html,,409,409,9767,11345,"Emerging real-time interaction technologies like voice assistants and bots are championing a marketing shift from one-way broadcasts to two-way conversations,"" said Momchil Kyurkchiev, co-founder and CEO of Leanplum. ""Meaningful relationships between brands and their customers require real-time engagement, across multiple channels, and at different stages of the user journey — all in an automated fashion. With this acquisition, we are excited to strengthen Leanplum's leadership as the real-time engagement platform for forward-looking brands."" Connecto was founded by industry veterans Vassil Popovski (CEO), Radoslav Nikolov (CTO), and Vladimir Rusev (CRO). This acquisition will fuel innovation in AI, machine learning, natural language processing, and advanced algorithms across the Leanplum platform. ""Leanplum and Connecto share a common mission to help brands create lasting relationships with the context, relevance, and impact that customers demand,"" said Vassil Popovski , CEO at Connecto. ""After becoming a key player in Rakuten Viber's bot ecosystem and partnering with brands such as Coca-Cola and Visa, we are excited to integrate our extensive IP for Natural Language Processing and sentiment analysis into Leanplum's leading mobile engagement platform."" Leanplum is building the next generation marketing cloud , leveraging the unique power of mobile to help brands drive deep and meaningful customer relationships. Capturing more than 24 billion mobile data points daily and delivering over 50 million messages every hour, the Leanplum platform provides the",emerging real-time interaction technologies like voice assistants and bots are championing a marketing shift from one-way broadcasts to two-way conversations said momchil kyurkchiev co-founder and ceo of leanplum meaningful relationships between brands and their customers require real-time engagement across multiple channels and at different stages of the user journey all in an automated fashion with this acquisition we are excited to strengthen leanplum's leadership as the real-time engagement platform for forward-looking brands connecto was founded by industry veterans vassil popovski ceo radoslav nikolov cto and vladimir rusev cro this acquisition will fuel innovation in ai machine learning natural language processing and advanced algorithms across the leanplum platform leanplum and connecto share a common mission to help brands create lasting relationships with the context relevance and impact that customers demand said vassil popovski ceo at connecto after becoming a key player in rakuten viber's bot ecosystem and partnering with brands such as coca-cola and visa we are excited to integrate our extensive ip for natural language processing and sentiment analysis into leanplum's leading mobile engagement platform leanplum is building the next generation marketing cloud leveraging the unique power of mobile to help brands drive deep and meaningful customer relationships capturing more than numbertoken billion mobile data points daily and delivering over numbertoken million messages every hour the leanplum platform provides the,220,founder,56d4e1a500d9b44591ca3980db24cb6480cee2605a5c623c520033b0f570e05c,duplicate_56d4e1a500d9b445,1
passage_57b4e08be826d747,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,2018,2018,68513,68604,IKI Selects Reflexis Systems Intelligent Workforce Management to Optimize Labour Efficiency,iki selects reflexis systems intelligent workforce management to optimize labour efficiency,11,workforce; labour,57b4e08be826d7478ebdc984ef7b038bab09517c4ee1c402a80e42a81b16dd9b,duplicate_57b4e08be826d747,1
passage_5b9ea1ff628a1d67,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,347,347,11694,11859,"Drive down costs while driving up employee, security, and network performance with software designed to enhance Zebra's wireless infrastructure and mobile solutions.",drive down costs while driving up employee security and network performance with software designed to enhance zebra's wireless infrastructure and mobile solutions,22,employee,5b9ea1ff628a1d67ebdd37ee0b1252fe905cd6d1ccd349cf9a5a21ab57bc60e8,duplicate_5b9ea1ff628a1d67,1
passage_5c8cb89d9f16a1da,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,779,779,27562,27658,Zebra Study: 79% of Bank Employees Say Streamlining Administrative Tasks Boosts Job Satisfaction,zebra study numbertoken of bank employees say streamlining administrative tasks boosts job satisfaction,13,employees,5c8cb89d9f16a1da1d0fc0dda654ea6f4e85a20dfafc439db21a359eac2bcd44,duplicate_5c8cb89d9f16a1da,1
passage_5d4b855751cf2fbf,3201487020,supp_afd5f3e53a041df6,,official_company_announcement,official_announcement,https://www.smartsheet.com/content-center/news/smartsheet-announces-converseai-natural-language-automation-acquisition,,123,123,4695,5264,"Following Smartsheet’s recent unveiling of new automation features to accelerate workplace productivity, the Converse.AI acquisition represents another step forward in the company’s long-held philosophy of “practical innovation”— empowering knowledge workers to build and manage powerful workflow and automation solutions, irrespective of their technical prowess. The Converse.AI Chatflow technology, launched in 2016, is a workflow orchestration engine that enables business users to easily build and manage bots—via a drag-and-drop interface—without writing any code.",following smartsheet's recent unveiling of new automation features to accelerate workplace productivity the converse ai acquisition represents another step forward in the company's long-held philosophy of practical innovation empowering knowledge workers to build and manage powerful workflow and automation solutions irrespective of their technical prowess the converse ai chatflow technology launched in numbertoken is a workflow orchestration engine that enables business users to easily build and manage bots via a drag-and-drop interface without writing any code,76,workers,5d4b855751cf2fbfb46ae6eb854fdc37eff5dd621da9cc9dd2d7bf3699f90ce1,duplicate_5d4b855751cf2fbf,1
passage_6165a0701c7135a5,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,1697,1697,58521,58632,Zebra Technologies Improves Worker Productivity with Its First Individually Assigned Enterprise Mobile Computer,zebra technologies improves worker productivity with its first individually assigned enterprise mobile computer,13,worker,6165a0701c7135a5cf309e05d29023b4e1475bbd62ad4c0a8432adc9af988e79,duplicate_6165a0701c7135a5,1
passage_63175763f5942696,3984774040,supp_27bba806dccbb131,,primary_sec_filing,official_announcement,https://www.sec.gov/Archives/edgar/data/1745317/000119312522281315/d413040d425.htm,,23,23,1368,1425,Jordan M. Darrow Darrow Associates Inc. - Founder and CEO,jordan m darrow darrow associates inc - founder and ceo,9,founder,63175763f594269656f5096a50617060da7ab1de9b4285050f1a89e350f32626,duplicate_63175763f5942696,1
passage_68a024fb024bc605,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,1373,1373,48034,48127,Zebra Technologies Empowers Front-Line Workers with Next-Generation Mobile Computing Solution,zebra technologies empowers front-line workers with next-generation mobile computing solution,10,workers,68a024fb024bc6052aeb571e11d7a214616d32f56ab450d79d14e8b231938527,duplicate_68a024fb024bc605,1
passage_6c4d292ed3b7acfd,3153170020,supp_6bb6449c48074311,,official_company_announcement,official_announcement,https://www.hubspot.com/company-news/hubspot-acquires-motion-ai-one-of-the-top-visual-chatbot-builders,,34,34,1700,2230,"“It’s impossible to ignore the impact of chat and messaging, not just on the way B2B companies operate, but on society as a whole. We’re in the midst of a massive shift as businesses embrace this new platform and consumers come to expect more immediate, always-on communication from brands,” said Brian Halligan, co-founder and CEO of HubSpot. “HubSpot’s mission has always been to build technology that helps SMBs grow and evolve with changing consumer behaviors, and acquiring Motion AI is another great step in that direction.”",it's impossible to ignore the impact of chat and messaging not just on the way b2b companies operate but on society as a whole we're in the midst of a massive shift as businesses embrace this new platform and consumers come to expect more immediate always-on communication from brands said brian halligan co-founder and ceo of hubspot hubspot's mission has always been to build technology that helps smbs grow and evolve with changing consumer behaviors and acquiring motion ai is another great step in that direction,86,founder,6c4d292ed3b7acfdd98583b2784cf97b4a488dd81cd1e2c77ed551374e3f0f1d,duplicate_6c4d292ed3b7acfd,1
passage_6d3ecd439b83874c,3947466040,supp_cedfc0619ce50a42,,official_company_announcement,official_announcement,https://newsroom.ibm.com/2022-07-06-IBM-Aims-to-Capture-Growing-Market-Opportunity-for-Data-Observability-with-Databand-ai-Acquisition,,46,46,5680,5991,"Headquartered in Tel Aviv, Israel , Databand.ai employees will join IBM Data and AI, further building on IBM's growing portfolio of Data and AI products, including its IBM Watson capabilities and IBM Cloud Pak for Data. Financial details of the deal were not disclosed. The acquisition closed on June 27, 2022 .",headquartered in tel aviv israel databand ai employees will join ibm data and ai further building on ibm's growing portfolio of data and ai products including its ibm watson capabilities and ibm cloud pak for data financial details of the deal were not disclosed the acquisition closed on june numbertoken numbertoken,51,employees,6d3ecd439b83874cde729e8660a60283ae430ca528b2d3de3443dc5418f17fa8,duplicate_6d3ecd439b83874c,1
passage_6d5b73b4b3d18264,3078525020,supp_327ff1ecfdd9a623,,official_company_announcement,official_announcement,https://blog.google/innovation-and-ai/infrastructure-and-cloud/google-cloud/100-announcements-google-cloud-next-17/,,247,247,21816,23249,"Attendees at Google Cloud Next ‘17 heard stories from many of our valued customers: 59. Colgate - Colgate-Palmolive partnered with Google Cloud and SAP to bring thousands of employees together through G Suite collaboration and productivity tools. The company deployed G Suite to 28,000 employees in less than six months. 60. Disney Consumer Products & Interactive (DCPI) - DCPI is on target to migrate out of its legacy infrastructure this year, and is leveraging machine learning to power next generation guest experiences. 61. eBay - eBay uses Google Cloud technologies including Google Container Engine, Machine Learning and AI for its ShopBot , a personal shopping bot on Facebook Messenger. 62. HSBC - HSBC is one of the world's largest financial and banking institutions and making a large investment in transforming its global IT. The company is working closely with Google to deploy Cloud DataFlow, BigQuery and other data services to power critical proof of concept projects. 63. LUSH - LUSH migrated its global e-commerce site from AWS to GCP in less than six weeks, significantly improving the reliability and stability of its site. LUSH benefits from GCP’s ability to scale as transaction volume surges, which is critical for a retail business. In addition, Google's commitment to renewable energy sources aligns with LUSH's ethical principles. 64. Oden Technologies - Oden was part of Google Cloud’s startup program, and",attendees at google cloud next numbertoken heard stories from many of our valued customers numbertoken colgate - colgate-palmolive partnered with google cloud and sap to bring thousands of employees together through g suite collaboration and productivity tools the company deployed g suite to numbertoken employees in less than six months numbertoken disney consumer products interactive dcpi - dcpi is on target to migrate out of its legacy infrastructure this year and is leveraging machine learning to power next generation guest experiences numbertoken ebay - ebay uses google cloud technologies including google container engine machine learning and ai for its shopbot a personal shopping bot on facebook messenger numbertoken hsbc - hsbc is one of the world's largest financial and banking institutions and making a large investment in transforming its global it the company is working closely with google to deploy cloud dataflow bigquery and other data services to power critical proof of concept projects numbertoken lush - lush migrated its global e-commerce site from aws to gcp in less than six weeks significantly improving the reliability and stability of its site lush benefits from gcp's ability to scale as transaction volume surges which is critical for a retail business in addition google's commitment to renewable energy sources aligns with lush's ethical principles numbertoken oden technologies - oden was part of google cloud's startup program and,220,employees,6d5b73b4b3d18264ce7fa672387b33ac033633c71c3ec6f1d0e2e77a50140bee,duplicate_6d5b73b4b3d18264,1
passage_72378914b191a65a,3767523020,supp_1850451931a95a19,,official_company_announcement,official_announcement,https://www.zebra.com/us/en/about-zebra/newsroom/press-releases/2021/zebra-technologies-to-acquire-fetch-robotics.html,,1337,1337,46822,46900,First Tech Federal Credit Union Selects Zebra Technologies to Digitize Banking,first tech federal credit union selects zebra technologies to digitize banking,11,union,72378914b191a65a3747e2a7ec425fe03ff26bd1e33f9bd7d5946186f21ba580,duplicate_72378914b191a65a,1
passage_7ef6fd7ccffe6fd9,3939905020,supp_e28fecde52a19db4,,official_company_announcement,official_announcement,https://www.glia.com/news/glia-acquires-finn-ai,,16,16,980,1381,"Automate inquiries, empower your team with knowledge, and unlock instant insights. Glia Banker Automate up to 80% of banking inquiries Glia Outreach Automate campaigns for loans, payments, renewals, and more Glia CoPilot Grow assets and empower your team with knowledge Glia Analyst Elevate coaching & workforce planning Glia Agentic Workflows Automate complex banking tasks with agentic AI Glia Voice",automate inquiries empower your team with knowledge and unlock instant insights glia banker automate up to numbertoken of banking inquiries glia outreach automate campaigns for loans payments renewals and more glia copilot grow assets and empower your team with knowledge glia analyst elevate coaching workforce planning glia agentic workflows automate complex banking tasks with agentic ai glia voice,58,workforce,7ef6fd7ccffe6fd93e90a4ef062fe5a6a9c912aa9e756fbee0baf6e62703381e,duplicate_7ef6fd7ccffe6fd9,1
passage_7f859f48f7729ac3,3947466040,supp_cedfc0619ce50a42,,official_company_announcement,official_announcement,https://newsroom.ibm.com/2022-07-06-IBM-Aims-to-Capture-Growing-Market-Opportunity-for-Data-Observability-with-Databand-ai-Acquisition,,45,45,5166,5679,"""You can't protect what you can't see, and when the data platform is ineffective, everyone is impacted –including customers,"" said Josh Benamram , Co-Founder and CEO, Databand.ai. ""That's why global brands such as FanDuel, Agoda and Trax Retail already rely on Databand.ai to remove bad data surprises by detecting and resolving them before they create costly business impacts. Joining IBM will help us scale our software and significantly accelerate our ability to meet the evolving needs of enterprise clients.""",you can't protect what you can't see and when the data platform is ineffective everyone is impacted including customers said josh benamram co-founder and ceo databand ai that's why global brands such as fanduel agoda and trax retail already rely on databand ai to remove bad data surprises by detecting and resolving them before they create costly business impacts joining ibm will help us scale our software and significantly accelerate our ability to meet the evolving needs of enterprise clients,80,founder,7f859f48f7729ac302152d831b049ec325543663483150cbc0ae5c56e9b0c29d,duplicate_7f859f48f7729ac3,1
